Datekey,FullDateLabel,DateDescription,CalendarYear,CalendarQuarter,CalendarQuarterLabel,CalendarMonth,CalendarMonthLabel,CalendarWeek,CalendarWeekLabel
2011-01-14 00:00:00.000,2011-01-14,2011-01-14,2011,20111,Q1,201101,January,201103,"Week 3 "
2011-01-15 00:00:00.000,2011-01-15,2011-01-15,2011,20111,Q1,201101,January,201103,"Week 3 "
2011-01-16 00:00:00.000,2011-01-16,2011-01-16,2011,20111,Q1,201101,January,201104,"Week 4 "
2011-01-17 00:00:00.000,2011-01-17,2011-01-17,2011,20111,Q1,201101,January,201104,"Week 4 "
2011-01-18 00:00:00.000,2011-01-18,2011-01-18,2011,20111,Q1,201101,January,201104,"Week 4 "
2011-01-19 00:00:00.000,2011-01-19,2011-01-19,2011,20111,Q1,201101,January,201104,"Week 4 "
2011-01-20 00:00:00.000,2011-01-20,2011-01-20,2011,20111,Q1,201101,January,201104,"Week 4 "
2011-01-21 00:00:00.000,2011-01-21,2011-01-21,2011,20111,Q1,201101,January,201104,"Week 4 "
2011-01-22 00:00:00.000,2011-01-22,2011-01-22,2011,20111,Q1,201101,January,201104,"Week 4 "
2011-01-23 00:00:00.000,2011-01-23,2011-01-23,2011,20111,Q1,201101,January,201105,"Week 5 "
2011-01-24 00:00:00.000,2011-01-24,2011-01-24,2011,20111,Q1,201101,January,201105,"Week 5 "
2011-01-25 00:00:00.000,2011-01-25,2011-01-25,2011,20111,Q1,201101,January,201105,"Week 5 "
2011-01-26 00:00:00.000,2011-01-26,2011-01-26,2011,20111,Q1,201101,January,201105,"Week 5 "
2011-01-27 00:00:00.000,2011-01-27,2011-01-27,2011,20111,Q1,201101,January,201105,"Week 5 "
2011-01-28 00:00:00.000,2011-01-28,2011-01-28,2011,20111,Q1,201101,January,201105,"Week 5 "
2011-01-29 00:00:00.000,2011-01-29,2011-01-29,2011,20111,Q1,201101,January,201105,"Week 5 "
2011-01-30 00:00:00.000,2011-01-30,2011-01-30,2011,20111,Q1,201101,January,201106,"Week 6 "
2011-01-31 00:00:00.000,2011-01-31,2011-01-31,2011,20111,Q1,201101,January,201106,"Week 6 "
2011-02-01 00:00:00.000,2011-02-01,2011-02-01,2011,20111,Q1,201102,February,201106,"Week 6 "
2011-02-02 00:00:00.000,2011-02-02,2011-02-02,2011,20111,Q1,201102,February,201106,"Week 6 "
2011-02-03 00:00:00.000,2011-02-03,2011-02-03,2011,20111,Q1,201102,February,201106,"Week 6 "
2011-02-04 00:00:00.000,2011-02-04,2011-02-04,2011,20111,Q1,201102,February,201106,"Week 6 "
2011-02-05 00:00:00.000,2011-02-05,2011-02-05,2011,20111,Q1,201102,February,201106,"Week 6 "
2011-02-06 00:00:00.000,2011-02-06,2011-02-06,2011,20111,Q1,201102,February,201107,"Week 7 "
2011-02-07 00:00:00.000,2011-02-07,2011-02-07,2011,20111,Q1,201102,February,201107,"Week 7 "
2011-02-08 00:00:00.000,2011-02-08,2011-02-08,2011,20111,Q1,201102,February,201107,"Week 7 "
2011-02-09 00:00:00.000,2011-02-09,2011-02-09,2011,20111,Q1,201102,February,201107,"Week 7 "
2011-02-10 00:00:00.000,2011-02-10,2011-02-10,2011,20111,Q1,201102,February,201107,"Week 7 "
2011-02-11 00:00:00.000,2011-02-11,2011-02-11,2011,20111,Q1,201102,February,201107,"Week 7 "
2011-02-12 00:00:00.000,2011-02-12,2011-02-12,2011,20111,Q1,201102,February,201107,"Week 7 "
2011-02-13 00:00:00.000,2011-02-13,2011-02-13,2011,20111,Q1,201102,February,201108,"Week 8 "
2011-02-14 00:00:00.000,2011-02-14,2011-02-14,2011,20111,Q1,201102,February,201108,"Week 8 "
2011-02-15 00:00:00.000,2011-02-15,2011-02-15,2011,20111,Q1,201102,February,201108,"Week 8 "
2011-02-16 00:00:00.000,2011-02-16,2011-02-16,2011,20111,Q1,201102,February,201108,"Week 8 "
2011-02-17 00:00:00.000,2011-02-17,2011-02-17,2011,20111,Q1,201102,February,201108,"Week 8 "
2011-02-18 00:00:00.000,2011-02-18,2011-02-18,2011,20111,Q1,201102,February,201108,"Week 8 "
2011-02-19 00:00:00.000,2011-02-19,2011-02-19,2011,20111,Q1,201102,February,201108,"Week 8 "
2011-02-20 00:00:00.000,2011-02-20,2011-02-20,2011,20111,Q1,201102,February,201109,"Week 9 "
2011-02-21 00:00:00.000,2011-02-21,2011-02-21,2011,20111,Q1,201102,February,201109,"Week 9 "
2011-02-22 00:00:00.000,2011-02-22,2011-02-22,2011,20111,Q1,201102,February,201109,"Week 9 "
2011-02-23 00:00:00.000,2011-02-23,2011-02-23,2011,20111,Q1,201102,February,201109,"Week 9 "
2011-02-24 00:00:00.000,2011-02-24,2011-02-24,2011,20111,Q1,201102,February,201109,"Week 9 "
2011-02-25 00:00:00.000,2011-02-25,2011-02-25,2011,20111,Q1,201102,February,201109,"Week 9 "
2011-02-26 00:00:00.000,2011-02-26,2011-02-26,2011,20111,Q1,201102,February,201109,"Week 9 "
2011-02-27 00:00:00.000,2011-02-27,2011-02-27,2011,20111,Q1,201102,February,201110,Week 10
2011-02-28 00:00:00.000,2011-02-28,2011-02-28,2011,20111,Q1,201102,February,201110,Week 10
2011-03-01 00:00:00.000,2011-03-01,2011-03-01,2011,20111,Q1,201103,March,201110,Week 10
2011-03-02 00:00:00.000,2011-03-02,2011-03-02,2011,20111,Q1,201103,March,201110,Week 10
2011-03-03 00:00:00.000,2011-03-03,2011-03-03,2011,20111,Q1,201103,March,201110,Week 10
2011-03-04 00:00:00.000,2011-03-04,2011-03-04,2011,20111,Q1,201103,March,201110,Week 10
2011-03-05 00:00:00.000,2011-03-05,2011-03-05,2011,20111,Q1,201103,March,201110,Week 10
2011-03-06 00:00:00.000,2011-03-06,2011-03-06,2011,20111,Q1,201103,March,201111,Week 11
2011-03-07 00:00:00.000,2011-03-07,2011-03-07,2011,20111,Q1,201103,March,201111,Week 11
2011-03-08 00:00:00.000,2011-03-08,2011-03-08,2011,20111,Q1,201103,March,201111,Week 11
2011-03-09 00:00:00.000,2011-03-09,2011-03-09,2011,20111,Q1,201103,March,201111,Week 11
2011-03-10 00:00:00.000,2011-03-10,2011-03-10,2011,20111,Q1,201103,March,201111,Week 11
2011-03-11 00:00:00.000,2011-03-11,2011-03-11,2011,20111,Q1,201103,March,201111,Week 11
2011-03-12 00:00:00.000,2011-03-12,2011-03-12,2011,20111,Q1,201103,March,201111,Week 11
2011-03-13 00:00:00.000,2011-03-13,2011-03-13,2011,20111,Q1,201103,March,201112,Week 12
2011-03-14 00:00:00.000,2011-03-14,2011-03-14,2011,20111,Q1,201103,March,201112,Week 12
2011-03-15 00:00:00.000,2011-03-15,2011-03-15,2011,20111,Q1,201103,March,201112,Week 12
2011-03-16 00:00:00.000,2011-03-16,2011-03-16,2011,20111,Q1,201103,March,201112,Week 12
2011-03-17 00:00:00.000,2011-03-17,2011-03-17,2011,20111,Q1,201103,March,201112,Week 12
2011-03-18 00:00:00.000,2011-03-18,2011-03-18,2011,20111,Q1,201103,March,201112,Week 12
2011-03-19 00:00:00.000,2011-03-19,2011-03-19,2011,20111,Q1,201103,March,201112,Week 12
2011-03-20 00:00:00.000,2011-03-20,2011-03-20,2011,20111,Q1,201103,March,201113,Week 13
2011-03-21 00:00:00.000,2011-03-21,2011-03-21,2011,20111,Q1,201103,March,201113,Week 13
2011-03-22 00:00:00.000,2011-03-22,2011-03-22,2011,20111,Q1,201103,March,201113,Week 13
2011-03-23 00:00:00.000,2011-03-23,2011-03-23,2011,20111,Q1,201103,March,201113,Week 13
2011-03-24 00:00:00.000,2011-03-24,2011-03-24,2011,20111,Q1,201103,March,201113,Week 13
2011-03-25 00:00:00.000,2011-03-25,2011-03-25,2011,20111,Q1,201103,March,201113,Week 13
2011-03-26 00:00:00.000,2011-03-26,2011-03-26,2011,20111,Q1,201103,March,201113,Week 13
2011-03-27 00:00:00.000,2011-03-27,2011-03-27,2011,20111,Q1,201103,March,201114,Week 14
2011-03-28 00:00:00.000,2011-03-28,2011-03-28,2011,20111,Q1,201103,March,201114,Week 14
2011-03-29 00:00:00.000,2011-03-29,2011-03-29,2011,20111,Q1,201103,March,201114,Week 14
2011-03-30 00:00:00.000,2011-03-30,2011-03-30,2011,20111,Q1,201103,March,201114,Week 14
2011-03-31 00:00:00.000,2011-03-31,2011-03-31,2011,20111,Q1,201103,March,201114,Week 14
2011-04-01 00:00:00.000,2011-04-01,2011-04-01,2011,20112,Q2,201104,April,201114,Week 14
2011-04-02 00:00:00.000,2011-04-02,2011-04-02,2011,20112,Q2,201104,April,201114,Week 14
2011-04-03 00:00:00.000,2011-04-03,2011-04-03,2011,20112,Q2,201104,April,201115,Week 15
2011-04-04 00:00:00.000,2011-04-04,2011-04-04,2011,20112,Q2,201104,April,201115,Week 15
2011-04-05 00:00:00.000,2011-04-05,2011-04-05,2011,20112,Q2,201104,April,201115,Week 15
2011-04-06 00:00:00.000,2011-04-06,2011-04-06,2011,20112,Q2,201104,April,201115,Week 15
2011-04-07 00:00:00.000,2011-04-07,2011-04-07,2011,20112,Q2,201104,April,201115,Week 15
2011-04-08 00:00:00.000,2011-04-08,2011-04-08,2011,20112,Q2,201104,April,201115,Week 15
2011-04-09 00:00:00.000,2011-04-09,2011-04-09,2011,20112,Q2,201104,April,201115,Week 15
2011-04-10 00:00:00.000,2011-04-10,2011-04-10,2011,20112,Q2,201104,April,201116,Week 16
2011-04-11 00:00:00.000,2011-04-11,2011-04-11,2011,20112,Q2,201104,April,201116,Week 16
2011-04-12 00:00:00.000,2011-04-12,2011-04-12,2011,20112,Q2,201104,April,201116,Week 16
2011-04-13 00:00:00.000,2011-04-13,2011-04-13,2011,20112,Q2,201104,April,201116,Week 16
2011-04-14 00:00:00.000,2011-04-14,2011-04-14,2011,20112,Q2,201104,April,201116,Week 16
2011-04-15 00:00:00.000,2011-04-15,2011-04-15,2011,20112,Q2,201104,April,201116,Week 16
2011-04-16 00:00:00.000,2011-04-16,2011-04-16,2011,20112,Q2,201104,April,201116,Week 16
2011-04-17 00:00:00.000,2011-04-17,2011-04-17,2011,20112,Q2,201104,April,201117,Week 17
2011-04-18 00:00:00.000,2011-04-18,2011-04-18,2011,20112,Q2,201104,April,201117,Week 17
2011-04-19 00:00:00.000,2011-04-19,2011-04-19,2011,20112,Q2,201104,April,201117,Week 17
2011-04-20 00:00:00.000,2011-04-20,2011-04-20,2011,20112,Q2,201104,April,201117,Week 17
2011-04-21 00:00:00.000,2011-04-21,2011-04-21,2011,20112,Q2,201104,April,201117,Week 17
2011-04-22 00:00:00.000,2011-04-22,2011-04-22,2011,20112,Q2,201104,April,201117,Week 17
2011-04-23 00:00:00.000,2011-04-23,2011-04-23,2011,20112,Q2,201104,April,201117,Week 17
2011-04-24 00:00:00.000,2011-04-24,2011-04-24,2011,20112,Q2,201104,April,201118,Week 18
2011-04-25 00:00:00.000,2011-04-25,2011-04-25,2011,20112,Q2,201104,April,201118,Week 18
2011-04-26 00:00:00.000,2011-04-26,2011-04-26,2011,20112,Q2,201104,April,201118,Week 18
2011-04-27 00:00:00.000,2011-04-27,2011-04-27,2011,20112,Q2,201104,April,201118,Week 18
2011-04-28 00:00:00.000,2011-04-28,2011-04-28,2011,20112,Q2,201104,April,201118,Week 18
2011-04-29 00:00:00.000,2011-04-29,2011-04-29,2011,20112,Q2,201104,April,201118,Week 18
2011-04-30 00:00:00.000,2011-04-30,2011-04-30,2011,20112,Q2,201104,April,201118,Week 18
2011-05-01 00:00:00.000,2011-05-01,2011-05-01,2011,20112,Q2,201105,May,201119,Week 19
2011-05-02 00:00:00.000,2011-05-02,2011-05-02,2011,20112,Q2,201105,May,201119,Week 19
2011-05-03 00:00:00.000,2011-05-03,2011-05-03,2011,20112,Q2,201105,May,201119,Week 19
2011-05-04 00:00:00.000,2011-05-04,2011-05-04,2011,20112,Q2,201105,May,201119,Week 19
2011-05-05 00:00:00.000,2011-05-05,2011-05-05,2011,20112,Q2,201105,May,201119,Week 19
2011-05-06 00:00:00.000,2011-05-06,2011-05-06,2011,20112,Q2,201105,May,201119,Week 19
2011-05-07 00:00:00.000,2011-05-07,2011-05-07,2011,20112,Q2,201105,May,201119,Week 19
2011-05-08 00:00:00.000,2011-05-08,2011-05-08,2011,20112,Q2,201105,May,201120,Week 20
2011-05-09 00:00:00.000,2011-05-09,2011-05-09,2011,20112,Q2,201105,May,201120,Week 20
2011-05-10 00:00:00.000,2011-05-10,2011-05-10,2011,20112,Q2,201105,May,201120,Week 20
2011-05-11 00:00:00.000,2011-05-11,2011-05-11,2011,20112,Q2,201105,May,201120,Week 20
2011-05-12 00:00:00.000,2011-05-12,2011-05-12,2011,20112,Q2,201105,May,201120,Week 20
2011-05-13 00:00:00.000,2011-05-13,2011-05-13,2011,20112,Q2,201105,May,201120,Week 20
2011-05-14 00:00:00.000,2011-05-14,2011-05-14,2011,20112,Q2,201105,May,201120,Week 20
2011-05-15 00:00:00.000,2011-05-15,2011-05-15,2011,20112,Q2,201105,May,201121,Week 21
2011-05-16 00:00:00.000,2011-05-16,2011-05-16,2011,20112,Q2,201105,May,201121,Week 21
2011-05-17 00:00:00.000,2011-05-17,2011-05-17,2011,20112,Q2,201105,May,201121,Week 21
2011-05-18 00:00:00.000,2011-05-18,2011-05-18,2011,20112,Q2,201105,May,201121,Week 21
2011-05-19 00:00:00.000,2011-05-19,2011-05-19,2011,20112,Q2,201105,May,201121,Week 21
2011-05-20 00:00:00.000,2011-05-20,2011-05-20,2011,20112,Q2,201105,May,201121,Week 21
2011-05-21 00:00:00.000,2011-05-21,2011-05-21,2011,20112,Q2,201105,May,201121,Week 21
2011-05-22 00:00:00.000,2011-05-22,2011-05-22,2011,20112,Q2,201105,May,201122,Week 22
2011-05-23 00:00:00.000,2011-05-23,2011-05-23,2011,20112,Q2,201105,May,201122,Week 22
2011-05-24 00:00:00.000,2011-05-24,2011-05-24,2011,20112,Q2,201105,May,201122,Week 22
2011-05-25 00:00:00.000,2011-05-25,2011-05-25,2011,20112,Q2,201105,May,201122,Week 22
2011-05-26 00:00:00.000,2011-05-26,2011-05-26,2011,20112,Q2,201105,May,201122,Week 22
2011-05-27 00:00:00.000,2011-05-27,2011-05-27,2011,20112,Q2,201105,May,201122,Week 22
2011-05-28 00:00:00.000,2011-05-28,2011-05-28,2011,20112,Q2,201105,May,201122,Week 22
2011-05-29 00:00:00.000,2011-05-29,2011-05-29,2011,20112,Q2,201105,May,201123,Week 23
2011-05-30 00:00:00.000,2011-05-30,2011-05-30,2011,20112,Q2,201105,May,201123,Week 23
2011-05-31 00:00:00.000,2011-05-31,2011-05-31,2011,20112,Q2,201105,May,201123,Week 23
2011-06-01 00:00:00.000,2011-06-01,2011-06-01,2011,20112,Q2,201106,June,201123,Week 23
2011-06-02 00:00:00.000,2011-06-02,2011-06-02,2011,20112,Q2,201106,June,201123,Week 23
2011-06-03 00:00:00.000,2011-06-03,2011-06-03,2011,20112,Q2,201106,June,201123,Week 23
2011-06-04 00:00:00.000,2011-06-04,2011-06-04,2011,20112,Q2,201106,June,201123,Week 23
2011-06-05 00:00:00.000,2011-06-05,2011-06-05,2011,20112,Q2,201106,June,201124,Week 24
2011-06-06 00:00:00.000,2011-06-06,2011-06-06,2011,20112,Q2,201106,June,201124,Week 24
2011-06-07 00:00:00.000,2011-06-07,2011-06-07,2011,20112,Q2,201106,June,201124,Week 24
2011-06-08 00:00:00.000,2011-06-08,2011-06-08,2011,20112,Q2,201106,June,201124,Week 24
2011-06-09 00:00:00.000,2011-06-09,2011-06-09,2011,20112,Q2,201106,June,201124,Week 24
2011-06-10 00:00:00.000,2011-06-10,2011-06-10,2011,20112,Q2,201106,June,201124,Week 24
2011-06-11 00:00:00.000,2011-06-11,2011-06-11,2011,20112,Q2,201106,June,201124,Week 24
2011-06-12 00:00:00.000,2011-06-12,2011-06-12,2011,20112,Q2,201106,June,201125,Week 25
2011-06-13 00:00:00.000,2011-06-13,2011-06-13,2011,20112,Q2,201106,June,201125,Week 25
2011-06-14 00:00:00.000,2011-06-14,2011-06-14,2011,20112,Q2,201106,June,201125,Week 25
2011-06-15 00:00:00.000,2011-06-15,2011-06-15,2011,20112,Q2,201106,June,201125,Week 25
2011-06-16 00:00:00.000,2011-06-16,2011-06-16,2011,20112,Q2,201106,June,201125,Week 25
2011-06-17 00:00:00.000,2011-06-17,2011-06-17,2011,20112,Q2,201106,June,201125,Week 25
2011-06-18 00:00:00.000,2011-06-18,2011-06-18,2011,20112,Q2,201106,June,201125,Week 25
2011-06-19 00:00:00.000,2011-06-19,2011-06-19,2011,20112,Q2,201106,June,201126,Week 26
2011-06-20 00:00:00.000,2011-06-20,2011-06-20,2011,20112,Q2,201106,June,201126,Week 26
2011-06-21 00:00:00.000,2011-06-21,2011-06-21,2011,20112,Q2,201106,June,201126,Week 26
2011-06-22 00:00:00.000,2011-06-22,2011-06-22,2011,20112,Q2,201106,June,201126,Week 26
2011-06-23 00:00:00.000,2011-06-23,2011-06-23,2011,20112,Q2,201106,June,201126,Week 26
2011-06-24 00:00:00.000,2011-06-24,2011-06-24,2011,20112,Q2,201106,June,201126,Week 26
2011-06-25 00:00:00.000,2011-06-25,2011-06-25,2011,20112,Q2,201106,June,201126,Week 26
2011-06-26 00:00:00.000,2011-06-26,2011-06-26,2011,20112,Q2,201106,June,201127,Week 27
2011-06-27 00:00:00.000,2011-06-27,2011-06-27,2011,20112,Q2,201106,June,201127,Week 27
2011-06-28 00:00:00.000,2011-06-28,2011-06-28,2011,20112,Q2,201106,June,201127,Week 27
2011-06-29 00:00:00.000,2011-06-29,2011-06-29,2011,20112,Q2,201106,June,201127,Week 27
2011-06-30 00:00:00.000,2011-06-30,2011-06-30,2011,20112,Q2,201106,June,201127,Week 27
2011-07-01 00:00:00.000,2011-07-01,2011-07-01,2011,20113,Q3,201107,July,201127,Week 27
2011-07-02 00:00:00.000,2011-07-02,2011-07-02,2011,20113,Q3,201107,July,201127,Week 27
2011-07-03 00:00:00.000,2011-07-03,2011-07-03,2011,20113,Q3,201107,July,201128,Week 28
2011-07-04 00:00:00.000,2011-07-04,2011-07-04,2011,20113,Q3,201107,July,201128,Week 28
2011-07-05 00:00:00.000,2011-07-05,2011-07-05,2011,20113,Q3,201107,July,201128,Week 28
2011-07-06 00:00:00.000,2011-07-06,2011-07-06,2011,20113,Q3,201107,July,201128,Week 28
2011-07-07 00:00:00.000,2011-07-07,2011-07-07,2011,20113,Q3,201107,July,201128,Week 28
2011-07-08 00:00:00.000,2011-07-08,2011-07-08,2011,20113,Q3,201107,July,201128,Week 28
2011-07-09 00:00:00.000,2011-07-09,2011-07-09,2011,20113,Q3,201107,July,201128,Week 28
2011-07-10 00:00:00.000,2011-07-10,2011-07-10,2011,20113,Q3,201107,July,201129,Week 29
2011-07-11 00:00:00.000,2011-07-11,2011-07-11,2011,20113,Q3,201107,July,201129,Week 29
2011-07-12 00:00:00.000,2011-07-12,2011-07-12,2011,20113,Q3,201107,July,201129,Week 29
2011-07-13 00:00:00.000,2011-07-13,2011-07-13,2011,20113,Q3,201107,July,201129,Week 29
2011-07-14 00:00:00.000,2011-07-14,2011-07-14,2011,20113,Q3,201107,July,201129,Week 29
2011-07-15 00:00:00.000,2011-07-15,2011-07-15,2011,20113,Q3,201107,July,201129,Week 29
2011-07-16 00:00:00.000,2011-07-16,2011-07-16,2011,20113,Q3,201107,July,201129,Week 29
2011-07-17 00:00:00.000,2011-07-17,2011-07-17,2011,20113,Q3,201107,July,201130,Week 30
2011-07-18 00:00:00.000,2011-07-18,2011-07-18,2011,20113,Q3,201107,July,201130,Week 30
2011-07-19 00:00:00.000,2011-07-19,2011-07-19,2011,20113,Q3,201107,July,201130,Week 30
2011-07-20 00:00:00.000,2011-07-20,2011-07-20,2011,20113,Q3,201107,July,201130,Week 30
2011-07-21 00:00:00.000,2011-07-21,2011-07-21,2011,20113,Q3,201107,July,201130,Week 30
2011-07-22 00:00:00.000,2011-07-22,2011-07-22,2011,20113,Q3,201107,July,201130,Week 30
2011-07-23 00:00:00.000,2011-07-23,2011-07-23,2011,20113,Q3,201107,July,201130,Week 30
2011-07-24 00:00:00.000,2011-07-24,2011-07-24,2011,20113,Q3,201107,July,201131,Week 31
2011-07-25 00:00:00.000,2011-07-25,2011-07-25,2011,20113,Q3,201107,July,201131,Week 31
2011-07-26 00:00:00.000,2011-07-26,2011-07-26,2011,20113,Q3,201107,July,201131,Week 31
2011-07-27 00:00:00.000,2011-07-27,2011-07-27,2011,20113,Q3,201107,July,201131,Week 31
2011-07-28 00:00:00.000,2011-07-28,2011-07-28,2011,20113,Q3,201107,July,201131,Week 31
2011-07-29 00:00:00.000,2011-07-29,2011-07-29,2011,20113,Q3,201107,July,201131,Week 31
2011-07-30 00:00:00.000,2011-07-30,2011-07-30,2011,20113,Q3,201107,July,201131,Week 31
2011-07-31 00:00:00.000,2011-07-31,2011-07-31,2011,20113,Q3,201107,July,201132,Week 32
2011-08-01 00:00:00.000,2011-08-01,2011-08-01,2011,20113,Q3,201108,August,201132,Week 32
2011-08-02 00:00:00.000,2011-08-02,2011-08-02,2011,20113,Q3,201108,August,201132,Week 32
2011-08-03 00:00:00.000,2011-08-03,2011-08-03,2011,20113,Q3,201108,August,201132,Week 32
2011-08-04 00:00:00.000,2011-08-04,2011-08-04,2011,20113,Q3,201108,August,201132,Week 32
2011-08-05 00:00:00.000,2011-08-05,2011-08-05,2011,20113,Q3,201108,August,201132,Week 32
2011-08-06 00:00:00.000,2011-08-06,2011-08-06,2011,20113,Q3,201108,August,201132,Week 32
2011-08-07 00:00:00.000,2011-08-07,2011-08-07,2011,20113,Q3,201108,August,201133,Week 33
2011-08-08 00:00:00.000,2011-08-08,2011-08-08,2011,20113,Q3,201108,August,201133,Week 33
2011-08-09 00:00:00.000,2011-08-09,2011-08-09,2011,20113,Q3,201108,August,201133,Week 33
2011-08-10 00:00:00.000,2011-08-10,2011-08-10,2011,20113,Q3,201108,August,201133,Week 33
2011-08-11 00:00:00.000,2011-08-11,2011-08-11,2011,20113,Q3,201108,August,201133,Week 33
2011-08-12 00:00:00.000,2011-08-12,2011-08-12,2011,20113,Q3,201108,August,201133,Week 33
2011-08-13 00:00:00.000,2011-08-13,2011-08-13,2011,20113,Q3,201108,August,201133,Week 33
2011-08-14 00:00:00.000,2011-08-14,2011-08-14,2011,20113,Q3,201108,August,201134,Week 34
2011-08-15 00:00:00.000,2011-08-15,2011-08-15,2011,20113,Q3,201108,August,201134,Week 34
2011-08-16 00:00:00.000,2011-08-16,2011-08-16,2011,20113,Q3,201108,August,201134,Week 34
2011-08-17 00:00:00.000,2011-08-17,2011-08-17,2011,20113,Q3,201108,August,201134,Week 34
2011-08-18 00:00:00.000,2011-08-18,2011-08-18,2011,20113,Q3,201108,August,201134,Week 34
2011-08-19 00:00:00.000,2011-08-19,2011-08-19,2011,20113,Q3,201108,August,201134,Week 34
2011-08-20 00:00:00.000,2011-08-20,2011-08-20,2011,20113,Q3,201108,August,201134,Week 34
2011-08-21 00:00:00.000,2011-08-21,2011-08-21,2011,20113,Q3,201108,August,201135,Week 35
2011-08-22 00:00:00.000,2011-08-22,2011-08-22,2011,20113,Q3,201108,August,201135,Week 35
2011-08-23 00:00:00.000,2011-08-23,2011-08-23,2011,20113,Q3,201108,August,201135,Week 35
2011-08-24 00:00:00.000,2011-08-24,2011-08-24,2011,20113,Q3,201108,August,201135,Week 35
2011-08-25 00:00:00.000,2011-08-25,2011-08-25,2011,20113,Q3,201108,August,201135,Week 35
2011-08-26 00:00:00.000,2011-08-26,2011-08-26,2011,20113,Q3,201108,August,201135,Week 35
2011-08-27 00:00:00.000,2011-08-27,2011-08-27,2011,20113,Q3,201108,August,201135,Week 35
2011-08-28 00:00:00.000,2011-08-28,2011-08-28,2011,20113,Q3,201108,August,201136,Week 36
2011-08-29 00:00:00.000,2011-08-29,2011-08-29,2011,20113,Q3,201108,August,201136,Week 36
2011-08-30 00:00:00.000,2011-08-30,2011-08-30,2011,20113,Q3,201108,August,201136,Week 36
2011-08-31 00:00:00.000,2011-08-31,2011-08-31,2011,20113,Q3,201108,August,201136,Week 36
2011-09-01 00:00:00.000,2011-09-01,2011-09-01,2011,20113,Q3,201109,September,201136,Week 36
2011-09-02 00:00:00.000,2011-09-02,2011-09-02,2011,20113,Q3,201109,September,201136,Week 36
2011-09-03 00:00:00.000,2011-09-03,2011-09-03,2011,20113,Q3,201109,September,201136,Week 36
2011-09-04 00:00:00.000,2011-09-04,2011-09-04,2011,20113,Q3,201109,September,201137,Week 37
2011-09-05 00:00:00.000,2011-09-05,2011-09-05,2011,20113,Q3,201109,September,201137,Week 37
2011-09-06 00:00:00.000,2011-09-06,2011-09-06,2011,20113,Q3,201109,September,201137,Week 37
2011-09-07 00:00:00.000,2011-09-07,2011-09-07,2011,20113,Q3,201109,September,201137,Week 37
2011-09-08 00:00:00.000,2011-09-08,2011-09-08,2011,20113,Q3,201109,September,201137,Week 37
2011-09-09 00:00:00.000,2011-09-09,2011-09-09,2011,20113,Q3,201109,September,201137,Week 37
2011-09-10 00:00:00.000,2011-09-10,2011-09-10,2011,20113,Q3,201109,September,201137,Week 37
2011-09-11 00:00:00.000,2011-09-11,2011-09-11,2011,20113,Q3,201109,September,201138,Week 38
2011-09-12 00:00:00.000,2011-09-12,2011-09-12,2011,20113,Q3,201109,September,201138,Week 38
2011-09-13 00:00:00.000,2011-09-13,2011-09-13,2011,20113,Q3,201109,September,201138,Week 38
2011-09-14 00:00:00.000,2011-09-14,2011-09-14,2011,20113,Q3,201109,September,201138,Week 38
2011-09-15 00:00:00.000,2011-09-15,2011-09-15,2011,20113,Q3,201109,September,201138,Week 38
2011-09-16 00:00:00.000,2011-09-16,2011-09-16,2011,20113,Q3,201109,September,201138,Week 38
2011-09-17 00:00:00.000,2011-09-17,2011-09-17,2011,20113,Q3,201109,September,201138,Week 38
2011-09-18 00:00:00.000,2011-09-18,2011-09-18,2011,20113,Q3,201109,September,201139,Week 39
2011-09-19 00:00:00.000,2011-09-19,2011-09-19,2011,20113,Q3,201109,September,201139,Week 39
2011-09-20 00:00:00.000,2011-09-20,2011-09-20,2011,20113,Q3,201109,September,201139,Week 39
2011-09-21 00:00:00.000,2011-09-21,2011-09-21,2011,20113,Q3,201109,September,201139,Week 39
2011-09-22 00:00:00.000,2011-09-22,2011-09-22,2011,20113,Q3,201109,September,201139,Week 39
2011-09-23 00:00:00.000,2011-09-23,2011-09-23,2011,20113,Q3,201109,September,201139,Week 39
2011-09-24 00:00:00.000,2011-09-24,2011-09-24,2011,20113,Q3,201109,September,201139,Week 39
2011-09-25 00:00:00.000,2011-09-25,2011-09-25,2011,20113,Q3,201109,September,201140,Week 40
2011-09-26 00:00:00.000,2011-09-26,2011-09-26,2011,20113,Q3,201109,September,201140,Week 40
2011-09-27 00:00:00.000,2011-09-27,2011-09-27,2011,20113,Q3,201109,September,201140,Week 40
2011-09-28 00:00:00.000,2011-09-28,2011-09-28,2011,20113,Q3,201109,September,201140,Week 40
2011-09-29 00:00:00.000,2011-09-29,2011-09-29,2011,20113,Q3,201109,September,201140,Week 40
2011-09-30 00:00:00.000,2011-09-30,2011-09-30,2011,20113,Q3,201109,September,201140,Week 40
2011-10-01 00:00:00.000,2011-10-01,2011-10-01,2011,20114,Q4,201110,October,201140,Week 40
2011-10-02 00:00:00.000,2011-10-02,2011-10-02,2011,20114,Q4,201110,October,201141,Week 41
2011-10-03 00:00:00.000,2011-10-03,2011-10-03,2011,20114,Q4,201110,October,201141,Week 41
2011-10-04 00:00:00.000,2011-10-04,2011-10-04,2011,20114,Q4,201110,October,201141,Week 41
2011-10-05 00:00:00.000,2011-10-05,2011-10-05,2011,20114,Q4,201110,October,201141,Week 41
